user,item,reward,ps,index_env
1645,70,0.0,40.0,390
1528,25,0.0,45.45454545454545,392
1528,25,0.0,45.45454545454545,393
121,744,0.0,47.61904761904761,396
470,55,0.0,40.0,399
2604,380,0.0,40.0,402
2604,55,0.0,40.0,403
2604,55,0.0,40.0,404
2604,55,0.0,40.0,405
2604,379,0.0,40.0,406
993,591,0.0,142.85714285714283,407
2604,55,0.0,40.0,408
2604,55,0.0,40.0,409
2604,380,0.0,40.0,410
2604,55,0.0,40.0,411
470,542,0.0,40.0,412
3285,676,0.0,66.66666666666667,413
993,8,0.0,100.0,414
1751,509,0.0,40.0,415
3285,23,0.0,66.66666666666667,416
1751,91,0.0,40.0,417
3285,0,0.0,0.03996003996003997,419
1334,431,0.0,40.0,420
3285,39,0.0,40.0,421
1751,33,0.0,0.03996003996003997,422
3441,200,1.0,47.61904761904761,424
1038,754,0.0,41.666666666666664,426
1038,0,0.0,0.041625041625041624,427
378,55,0.0,40.0,428
1334,0,0.0,0.04540913631822723,429
1334,0,0.0,0.04540913631822723,430
378,55,0.0,40.0,431
1334,0,0.0,0.04540913631822723,432
1334,0,0.0,0.04540913631822723,433
3108,328,0.0,43.47826086956522,434
1334,131,0.0,45.45454545454545,435
1050,0,0.0,0.04540913631822723,436
3441,200,0.0,47.61904761904761,437
3441,200,0.0,47.61904761904761,438
3441,200,0.0,47.61904761904761,439
3441,200,0.0,47.61904761904761,440
3441,472,0.0,58.8235294117647,441
3441,472,0.0,58.8235294117647,442
3441,47,0.0,58.8235294117647,443
3441,472,0.0,58.8235294117647,444
3108,732,0.0,43.47826086956522,445
3441,472,0.0,58.8235294117647,446
3441,472,0.0,58.8235294117647,447
3441,472,0.0,58.8235294117647,448
1334,0,0.0,0.043434826043521696,449
1334,0,0.0,0.043434826043521696,450
1334,0,0.0,0.043434826043521696,451
742,443,0.0,40.0,454
573,81,0.0,40.0,458
573,754,0.0,40.0,459
1924,453,0.0,41.666666666666664,460
2804,133,1.0,47.61904761904761,461
1191,0,0.0,0.1665001665001665,462
1155,328,0.0,45.45454545454545,467
1155,205,0.0,45.45454545454545,468
599,249,0.0,76.92307692307692,469
1925,0,0.0,0.043434826043521696,470
1072,39,0.0,40.0,471
142,0,0.0,0.03996003996003997,472
142,0,0.0,0.03996003996003997,473
1072,39,0.0,40.0,474
236,131,0.0,43.47826086956522,475
236,131,0.0,43.47826086956522,478
2518,502,0.0,41.666666666666664,479
236,131,0.0,43.47826086956522,480
841,55,0.0,40.0,481
384,255,0.0,40.0,482
384,255,0.0,40.0,483
2751,0,0.0,0.03996003996003997,484
2751,33,0.0,40.0,485
2751,33,0.0,40.0,486
2515,502,0.0,40.0,487
2515,119,0.0,40.0,488
1156,55,0.0,40.0,489
2100,33,0.0,41.666666666666664,490
2601,294,0.0,40.0,491
2100,33,0.0,40.0,492
2601,473,0.0,40.0,493
2601,0,0.0,0.04540913631822723,494
2515,46,0.0,40.0,495
2515,601,0.0,40.0,496
2515,133,0.0,40.0,497
2601,0,0.0,0.043434826043521696,498
1683,732,0.0,40.0,499
2601,294,0.0,43.47826086956522,500
1985,502,0.0,40.0,501
2687,291,0.0,45.45454545454545,502
2543,25,0.0,40.0,503
1544,81,0.0,41.666666666666664,504
2387,25,0.0,40.0,506
1544,0,0.0,0.041625041625041624,507
2387,55,0.0,40.0,508
701,353,1.0,41.666666666666664,510
1358,81,0.0,40.0,511
334,25,0.0,76.92307692307692,512
2387,55,0.0,40.0,513
3030,389,0.0,40.0,514
2387,123,0.0,40.0,515
1544,443,0.0,52.63157894736842,516
2515,133,0.0,40.0,517
3278,33,0.0,0.041625041625041624,519
2387,55,0.0,40.0,520
2515,0,0.0,0.041625041625041624,521
2176,81,0.0,40.0,522
2601,571,0.0,43.47826086956522,523
931,55,0.0,40.0,525
2387,55,0.0,40.0,526
177,356,1.0,90.9090909090909,527
2521,431,0.0,40.0,528
1985,502,0.0,40.0,529
177,443,0.0,90.9090909090909,530
931,55,0.0,40.0,531
1985,0,0.0,0.11100011100011101,534
177,55,0.0,40.0,536
2974,204,0.0,43.47826086956522,537
2601,294,0.0,40.0,541
2601,473,0.0,40.0,542
499,133,0.0,45.45454545454545,544
1371,473,0.0,40.0,545
2617,55,0.0,40.0,546
3274,81,0.0,40.0,547
773,33,0.0,40.0,548
2601,0,0.0,0.03996003996003997,549
3039,55,0.0,58.8235294117647,550
939,467,0.0,41.666666666666664,552
2617,39,0.0,41.666666666666664,553
618,70,0.0,43.47826086956522,554
499,133,0.0,41.666666666666664,555
2617,39,0.0,41.666666666666664,556
2617,17,0.0,0.041625041625041624,557
2601,0,0.0,0.03996003996003997,559
2601,0,0.0,0.03996003996003997,560
2601,304,0.0,40.0,561
618,523,0.0,40.0,563
1751,520,0.0,40.0,564
618,453,0.0,50.0,565
618,42,0.0,50.0,566
1751,353,0.0,50.0,568
2979,616,0.0,100.0,569
2896,131,0.0,40.0,571
1030,55,0.0,43.47826086956522,572
1030,55,0.0,43.47826086956522,573
1030,55,0.0,43.47826086956522,574
1030,55,0.0,43.47826086956522,575
2844,431,0.0,47.61904761904761,576
2844,431,0.0,47.61904761904761,577
556,204,0.0,45.45454545454545,578
2844,120,0.0,47.61904761904761,579
1733,25,0.0,40.0,580
2844,431,0.0,47.61904761904761,581
1030,0,0.0,0.043434826043521696,582
1733,25,0.0,40.0,584
2471,362,0.0,47.61904761904761,585
1030,55,0.0,43.47826086956522,586
1499,55,0.0,40.0,587
1591,44,0.0,40.0,588
556,453,0.0,43.47826086956522,589
2471,362,0.0,47.61904761904761,590
2828,375,0.0,58.8235294117647,591
675,55,0.0,40.0,593
1030,0,0.0,0.03996003996003997,594
1030,0,0.0,0.03996003996003997,595
1214,431,0.0,40.0,596
408,502,1.0,40.0,597
1552,55,0.0,41.666666666666664,598
1552,55,0.0,41.666666666666664,599
2185,33,0.0,40.0,600
1552,55,0.0,41.666666666666664,601
1552,55,0.0,41.666666666666664,602
2185,0,0.0,0.03996003996003997,603
2279,0,0.0,0.07135721421435708,604
2279,129,0.0,71.42857142857142,605
2134,0,0.0,0.14271442842871415,606
2557,443,0.0,43.47826086956522,607
3416,502,0.0,40.0,608
3416,0,0.0,0.03996003996003997,609
3416,0,0.0,0.03996003996003997,610
3416,389,0.0,40.0,611
1303,55,0.0,40.0,612
1948,33,0.0,40.0,613
2557,39,0.0,40.0,614
3169,249,0.0,45.45454545454545,615
2158,473,0.0,40.0,616
3169,249,0.0,45.45454545454545,617
2182,121,0.0,40.0,618
3416,0,0.0,0.03996003996003997,619
1414,25,0.0,0.03996003996003997,620
2176,204,0.0,43.47826086956522,621
1808,431,0.0,40.0,622
1579,33,0.0,40.0,623
1808,431,0.0,40.0,624
2508,39,0.0,40.0,625
1808,431,0.0,40.0,626
1555,502,0.0,40.0,627
2508,39,0.0,40.0,628
257,443,0.0,45.45454545454545,629
1303,55,0.0,40.0,630
98,33,0.0,40.0,631
1948,33,0.0,40.0,632
3167,133,0.0,41.666666666666664,633
727,46,0.0,40.0,634
812,467,0.0,66.66666666666667,635
2812,443,0.0,50.0,636
2812,443,0.0,50.0,637
2812,443,0.0,50.0,638
2812,443,0.0,50.0,639
2812,443,0.0,50.0,641
2176,0,0.0,0.07135721421435708,643
1193,611,0.0,40.0,645
2426,431,0.0,43.47826086956522,646
727,487,0.0,40.0,647
2366,39,0.0,40.0,648
1141,81,0.0,40.0,649
3050,141,0.0,40.0,650
1594,33,0.0,0.03996003996003997,651
3050,141,0.0,40.0,652
2273,33,0.0,40.0,653
812,748,0.0,66.66666666666667,654
812,644,0.0,62.5,655
1594,33,0.0,0.03996003996003997,656
715,473,0.0,40.0,658
812,55,0.0,62.5,659
812,644,1.0,62.5,660
1998,39,0.0,40.0,661
1594,473,0.0,40.0,662
2796,133,0.0,50.0,663
1594,473,0.0,40.0,664
2531,353,0.0,41.666666666666664,665
1594,33,0.0,0.03996003996003997,666
2796,133,0.0,50.0,667
1594,70,0.0,40.0,668
812,748,0.0,58.8235294117647,669
2819,25,0.0,40.0,670
2188,353,0.0,52.63157894736842,671
2033,55,0.0,40.0,672
1154,502,0.0,40.0,673
2188,131,0.0,52.63157894736842,674
1154,502,0.0,40.0,675
812,748,0.0,66.66666666666667,676
2176,708,0.0,43.47826086956522,678
1943,208,0.0,62.5,679
1943,208,0.0,62.5,680
1635,502,0.0,40.0,681
1154,502,0.0,40.0,682
1668,39,0.0,40.0,683
430,732,0.0,41.666666666666664,685
1482,39,0.0,40.0,686
2693,228,0.0,40.0,687
1594,523,0.0,40.0,688
2693,204,0.0,40.0,689
1594,523,0.0,40.0,690
1594,88,0.0,40.0,691
1154,25,0.0,0.03996003996003997,692
3353,200,0.0,50.0,693
1154,75,0.0,40.0,694
687,431,0.0,41.666666666666664,695
2956,517,0.0,40.0,696
1154,25,0.0,0.03996003996003997,697
687,611,0.0,43.47826086956522,698
2421,55,0.0,40.0,700
3353,459,0.0,40.0,701
1567,576,0.0,40.0,702
3416,294,0.0,40.0,704
2560,0,0.0,0.043434826043521696,705
450,0,0.0,0.04757147614290472,706
2421,55,0.0,40.0,707
545,25,0.0,40.0,708
1750,32,0.0,40.0,709
661,431,0.0,40.0,710
3016,39,0.0,40.0,711
2426,431,0.0,43.47826086956522,713
1154,473,0.0,40.0,714
3016,583,0.0,40.0,715
1482,39,0.0,40.0,716
3130,353,1.0,40.0,717
1154,70,0.0,40.0,718
3353,200,0.0,50.0,721
2007,644,0.0,50.0,723
2631,673,0.0,41.666666666666664,724
3273,362,0.0,40.0,725
2602,33,0.0,0.03996003996003997,726
3273,362,0.0,40.0,727
3273,362,0.0,40.0,728
3273,336,0.0,40.0,729
3273,362,0.0,40.0,730
3273,362,0.0,40.0,731
3273,362,0.0,40.0,732
3273,362,0.0,40.0,733
3273,362,0.0,40.0,734
3273,754,0.0,40.0,735
2380,275,0.0,40.0,736
2494,448,0.0,47.61904761904761,737
2176,275,0.0,40.0,738
2628,0,0.0,0.04540913631822723,739
1154,293,0.0,55.55555555555555,740
3273,362,0.0,40.0,741
3273,362,0.0,40.0,742
3273,362,0.0,40.0,743
3273,362,0.0,40.0,744
3273,362,0.0,40.0,745
3273,362,0.0,40.0,746
2511,133,0.0,40.0,747
2511,133,0.0,40.0,749
2511,133,0.0,40.0,750
1849,328,0.0,41.666666666666664,751
216,328,0.0,52.63157894736842,752
3329,33,0.0,40.0,753
2992,742,0.0,40.0,754
2812,443,0.0,50.0,755
2992,133,0.0,40.0,756
2662,25,0.0,40.0,758
1116,661,0.0,45.45454545454545,759
2655,0,0.0,0.055500055500055503,762
1116,353,0.0,41.666666666666664,764
1990,81,0.0,40.0,766
2992,353,0.0,40.0,767
1116,353,1.0,41.666666666666664,768
834,431,1.0,40.0,769
1002,431,0.0,41.666666666666664,770
834,450,0.0,40.0,771
216,247,0.0,76.92307692307692,772
1007,33,0.0,40.0,773
2438,249,0.0,52.63157894736842,774
1002,431,0.0,40.0,775
812,0,0.0,0.03996003996003997,776
511,505,0.0,40.0,777
511,777,0.0,40.0,778
1002,431,0.0,40.0,779
511,777,0.0,40.0,780
562,133,0.0,50.0,782
511,777,0.0,40.0,783
511,275,0.0,41.666666666666664,784
2992,353,0.0,40.0,785
213,611,0.0,52.63157894736842,786
511,275,0.0,41.666666666666664,787
511,275,0.0,41.666666666666664,788
511,353,0.0,41.666666666666664,789
1002,431,0.0,40.0,790
511,353,0.0,41.666666666666664,791
213,611,0.0,52.63157894736842,793
1002,431,1.0,40.0,794
562,200,1.0,50.0,795
3189,0,0.0,0.04540913631822723,796
1002,431,0.0,40.0,799
547,81,0.0,40.0,800
3189,0,0.0,0.04540913631822723,801
3314,599,0.0,47.61904761904761,802
2602,278,0.0,40.0,803
3189,0,0.0,0.04540913631822723,809
290,0,0.0,0.055500055500055503,813
812,33,0.0,40.0,814
1777,502,0.0,40.0,815
846,563,0.0,41.666666666666664,816
1669,45,0.0,45.45454545454545,817
1669,254,0.0,45.45454545454545,818
846,563,0.0,41.666666666666664,819
1777,25,0.0,0.03996003996003997,820
1777,25,0.0,0.03996003996003997,821
1777,25,0.0,0.03996003996003997,823
256,55,0.0,40.0,824
290,55,0.0,40.0,825
2218,0,0.0,0.04540913631822723,826
256,55,0.0,40.0,827
2152,55,0.0,40.0,829
290,55,0.0,40.0,830
256,502,0.0,40.0,831
2511,61,0.0,41.666666666666664,833
2158,133,0.0,41.666666666666664,834
2511,126,0.0,40.0,835
2158,133,0.0,41.666666666666664,836
256,33,0.0,40.0,837
2511,133,0.0,40.0,838
1536,70,0.0,40.0,839
2511,133,0.0,40.0,840
1536,70,0.0,40.0,841
2511,133,0.0,40.0,842
465,228,0.0,50.0,843
3105,55,0.0,40.0,844
3105,55,0.0,40.0,845
1536,55,0.0,41.666666666666664,846
1536,55,0.0,41.666666666666664,847
511,0,0.0,0.03996003996003997,848
708,362,0.0,50.0,849
708,438,1.0,47.61904761904761,850
708,438,0.0,47.61904761904761,851
1536,70,0.0,40.0,852
1536,70,0.0,40.0,853
285,353,0.0,40.0,854
708,438,0.0,47.61904761904761,855
708,438,0.0,47.61904761904761,856
2655,281,0.0,55.55555555555555,857
708,438,0.0,47.61904761904761,858
1041,423,1.0,45.45454545454545,860
1536,70,0.0,40.0,861
1536,70,0.0,40.0,862
2511,133,0.0,40.0,863
2138,55,0.0,47.61904761904761,864
2511,758,0.0,40.0,865
358,431,0.0,40.0,866
3142,33,1.0,40.0,871
1954,25,0.0,40.0,872
358,431,0.0,40.0,873
358,431,0.0,40.0,874
3419,55,0.0,40.0,875
1899,431,0.0,40.0,876
387,55,0.0,40.0,877
260,456,0.0,40.0,879
914,431,0.0,40.0,880
1954,362,0.0,40.0,881
536,353,0.0,40.0,882
536,353,0.0,40.0,883
1538,200,0.0,47.61904761904761,884
1264,230,0.0,40.0,885
1527,0,0.0,0.14271442842871415,887
556,39,0.0,40.0,889
536,353,0.0,40.0,891
3241,777,0.0,40.0,895
3241,523,0.0,40.0,897
3241,523,0.0,40.0,898
497,656,0.0,43.47826086956522,899
497,495,0.0,43.47826086956522,901
497,656,0.0,43.47826086956522,902
1255,601,0.0,58.8235294117647,903
536,362,0.0,40.0,906
2958,353,0.0,40.0,908
1209,502,0.0,40.0,911
3230,81,0.0,41.666666666666664,912
3419,55,0.0,40.0,916
1739,33,0.0,40.0,918
101,55,0.0,40.0,920
2465,0,0.0,0.043434826043521696,922
1339,133,0.0,40.0,923
426,81,0.0,40.0,924
404,33,0.0,40.0,925
242,328,0.0,45.45454545454545,927
2138,93,0.0,47.61904761904761,928
242,328,0.0,45.45454545454545,929
1739,33,0.0,40.0,931
497,502,0.0,40.0,932
2896,131,0.0,41.666666666666664,934
2896,131,0.0,41.666666666666664,935
2896,131,0.0,41.666666666666664,936
659,353,0.0,71.42857142857142,937
3132,0,0.0,0.06243756243756245,939
3132,0,0.0,0.06243756243756245,940
2486,353,0.0,40.0,941
3132,0,0.0,0.06243756243756245,942
3132,0,0.0,0.06243756243756245,943
2217,55,0.0,40.0,945
3132,0,0.0,0.06243756243756245,946
497,502,0.0,41.666666666666664,947
2486,353,1.0,40.0,948
180,55,0.0,40.0,951
2486,353,1.0,40.0,952
855,23,0.0,40.0,953
2190,33,0.0,40.0,954
3257,33,0.0,40.0,955
180,55,0.0,40.0,956
1082,91,0.0,40.0,957
2164,55,0.0,40.0,959
812,55,0.0,40.0,960
1167,502,0.0,41.666666666666664,961
180,33,0.0,40.0,962
3132,0,0.0,0.06243756243756245,963
3132,0,0.0,0.06243756243756245,964
3132,0,0.0,0.06243756243756245,965
2943,502,0.0,40.0,967
3236,294,0.0,40.0,968
1141,81,0.0,40.0,969
2164,64,0.0,40.0,970
1167,450,0.0,40.0,971
2465,0,0.0,0.043434826043521696,972
3279,23,0.0,40.0,974
2206,141,0.0,40.0,976
626,39,0.0,0.03996003996003997,977
2206,141,0.0,40.0,979
2024,60,0.0,40.0,983
1141,81,0.0,40.0,986
2697,424,0.0,40.0,988
2164,484,0.0,40.0,989
1976,0,0.0,0.03996003996003997,990
2024,0,0.0,0.043434826043521696,991
2260,55,0.0,40.0,994
3184,0,0.0,0.09990009990009992,995
2164,484,0.0,40.0,996
1158,0,0.0,0.07684623069238455,997
3184,0,0.0,0.09990009990009992,998
271,39,0.0,40.0,999
3184,255,0.0,100.0,1000
2164,0,0.0,0.03996003996003997,1002
2164,0,0.0,0.03996003996003997,1004
2164,0,0.0,0.03996003996003997,1005
3184,255,0.0,100.0,1006
271,39,0.0,40.0,1007
2612,0,0.0,0.041625041625041624,1009
166,81,0.0,40.0,1010
2655,208,0.0,50.0,1012
2612,55,0.0,40.0,1014
2164,0,0.0,0.03996003996003997,1015
2602,502,0.0,40.0,1017
2024,0,0.0,0.043434826043521696,1018
2824,55,0.0,40.0,1019
3184,0,0.0,0.09990009990009992,1020
1352,255,0.0,40.0,1021
2024,60,0.0,40.0,1022
2824,55,0.0,40.0,1023
3132,206,0.0,52.63157894736842,1024
3184,0,0.0,0.09990009990009992,1025
3132,710,0.0,52.63157894736842,1026
3361,33,0.0,40.0,1027
3132,710,0.0,52.63157894736842,1028
3016,616,0.0,76.92307692307692,1029
814,55,0.0,40.0,1030
1352,255,0.0,40.0,1031
2411,0,0.0,0.03996003996003997,1032
915,133,0.0,41.666666666666664,1033
1188,0,0.0,0.03996003996003997,1035
271,39,0.0,40.0,1036
2411,141,0.0,40.0,1039
2791,55,0.0,40.0,1041
139,446,0.0,40.0,1042
2164,70,0.0,40.0,1044
98,0,0.0,0.03996003996003997,1046
1352,255,0.0,40.0,1047
1352,255,0.0,40.0,1050
2164,275,0.0,41.666666666666664,1052
166,81,0.0,40.0,1055
1409,502,0.0,40.0,1057
826,732,0.0,40.0,1059
3372,443,0.0,50.0,1060
814,55,0.0,40.0,1062
3101,64,0.0,40.0,1063
2164,81,0.0,41.666666666666664,1067
41,732,0.0,40.0,1068
