index,user_id,item_id,clicked,ps
365,292,702,1.0,
366,975,29,1.0,
367,2081,187,1.0,
368,2093,39,1.0,
369,652,290,1.0,
370,3016,754,1.0,
371,2690,33,1.0,
372,652,290,1.0,
373,2081,187,1.0,
374,652,137,1.0,
375,2690,33,1.0,
376,2081,187,1.0,
377,2690,66,1.0,
378,2555,425,1.0,
379,1506,70,1.0,
380,3400,225,1.0,
381,1506,143,1.0,
382,76,168,1.0,
383,121,186,0.0,
384,2789,593,1.0,
385,121,137,0.0,
386,121,140,0.0,
387,121,58,0.0,
388,121,141,0.0,
389,1645,519,1.0,
390,1645,519,1.0,
391,1528,385,0.0,
392,1528,385,1.0,
393,1528,385,1.0,
394,121,58,0.0,
395,1528,33,0.0,
396,121,300,1.0,
397,121,503,0.0,
398,121,251,0.0,
399,470,569,1.0,
400,121,767,0.0,
401,470,728,0.0,
402,2604,289,1.0,
403,2604,121,1.0,
404,2604,429,1.0,
405,2604,380,1.0,
406,2604,39,1.0,
407,993,360,1.0,
408,2604,465,1.0,
409,2604,456,1.0,
410,2604,493,1.0,
411,2604,254,1.0,
412,470,118,1.0,
413,3285,425,1.0,
414,993,360,1.0,
415,1751,484,1.0,
416,3285,425,1.0,
417,1751,484,1.0,
418,1334,497,0.0,
419,3285,517,1.0,
420,1334,497,1.0,
421,3285,371,1.0,
422,1751,484,1.0,
423,3441,200,0.0,
424,3441,200,1.0,
425,3441,156,0.0,
426,1038,487,1.0,
427,1038,227,1.0,
428,378,123,1.0,
429,1334,376,1.0,
430,1334,674,1.0,
431,378,222,1.0,
432,1334,38,1.0,
433,1334,563,1.0,
434,3108,42,1.0,
435,1334,405,1.0,
436,1050,446,1.0,
437,3441,156,1.0,
438,3441,217,1.0,
439,3441,360,1.0,
440,3441,658,1.0,
441,3441,67,1.0,
442,3441,418,1.0,
443,3441,581,1.0,
444,3441,256,1.0,
445,3108,64,1.0,
446,3441,26,1.0,
447,3441,47,1.0,
448,3441,671,1.0,
449,1334,376,1.0,
450,1334,627,1.0,
451,1334,465,1.0,
452,266,123,0.0,
453,742,753,0.0,
454,742,753,1.0,
455,266,45,0.0,
456,266,425,0.0,
457,573,84,0.0,
458,573,84,1.0,
459,573,84,1.0,
460,1924,753,1.0,
461,2804,133,1.0,
462,1191,493,1.0,
463,955,289,0.0,
464,955,91,0.0,
465,955,525,0.0,
466,955,22,0.0,
467,1155,83,1.0,
468,1155,65,1.0,
469,599,423,1.0,
470,1925,66,1.0,
471,1072,84,1.0,
472,142,773,1.0,
473,142,77,1.0,
474,1072,187,1.0,
475,236,56,1.0,
476,506,265,0.0,
477,506,265,0.0,
478,236,56,1.0,
479,2518,435,1.0,
480,236,712,1.0,
481,841,360,1.0,
482,384,286,1.0,
483,384,513,1.0,
484,2751,389,1.0,
485,2751,279,1.0,
486,2751,389,1.0,
487,2515,483,1.0,
488,2515,110,1.0,
489,1156,126,1.0,
490,2100,222,1.0,
491,2601,279,1.0,
492,2100,110,1.0,
493,2601,303,1.0,
494,2601,467,1.0,
495,2515,110,1.0,
496,2515,483,1.0,
497,2515,288,1.0,
498,2601,286,1.0,
499,1683,64,1.0,
500,2601,497,1.0,
501,1985,513,1.0,
502,2687,193,1.0,
503,2543,20,1.0,
504,1544,278,1.0,
505,2387,53,0.0,
506,2387,53,1.0,
507,1544,278,1.0,
508,2387,53,1.0,
509,701,353,0.0,
510,701,353,1.0,
511,1358,16,1.0,
512,334,254,1.0,
513,2387,53,1.0,
514,3030,36,1.0,
515,2387,53,1.0,
516,1544,280,1.0,
517,2515,26,1.0,
518,3278,126,0.0,
519,3278,102,1.0,
520,2387,53,1.0,
521,2515,143,1.0,
522,2176,91,1.0,
523,2601,304,1.0,
524,931,254,0.0,
525,931,254,1.0,
526,2387,53,1.0,
527,177,356,1.0,
528,2521,121,1.0,
529,1985,513,1.0,
530,177,356,1.0,
531,931,123,1.0,
532,931,55,0.0,
533,1371,527,0.0,
534,1985,286,1.0,
535,931,483,0.0,
536,177,31,1.0,
537,2974,72,1.0,
538,2974,61,0.0,
539,931,564,0.0,
540,1371,772,0.0,
541,2601,385,1.0,
542,2601,530,1.0,
543,2617,77,0.0,
544,499,416,1.0,
545,1371,527,1.0,
546,2617,773,1.0,
547,3274,398,1.0,
548,773,294,1.0,
549,2601,304,1.0,
550,3039,507,1.0,
551,939,450,0.0,
552,939,450,1.0,
553,2617,245,1.0,
554,618,576,1.0,
555,499,22,1.0,
556,2617,46,1.0,
557,2617,46,1.0,
558,1642,18,0.0,
559,2601,286,1.0,
560,2601,303,1.0,
561,2601,278,1.0,
562,618,527,0.0,
563,618,425,1.0,
564,1751,245,1.0,
565,618,451,1.0,
566,618,313,1.0,
567,2979,62,0.0,
568,1751,245,1.0,
569,2979,18,1.0,
570,2979,18,0.0,
571,2896,391,1.0,
572,1030,33,1.0,
573,1030,248,1.0,
574,1030,54,1.0,
575,1030,399,1.0,
576,2844,465,1.0,
577,2844,465,1.0,
578,556,26,1.0,
579,2844,376,1.0,
580,1733,405,1.0,
581,2844,233,1.0,
582,1030,59,1.0,
583,2071,18,0.0,
584,1733,576,1.0,
585,2471,112,1.0,
586,1030,494,1.0,
587,1499,508,1.0,
588,1591,84,1.0,
589,556,739,1.0,
590,2471,254,1.0,
591,2828,270,1.0,
592,2471,254,0.0,
593,675,316,1.0,
594,1030,754,1.0,
595,1030,245,1.0,
596,1214,119,1.0,
597,408,502,1.0,
598,1552,254,1.0,
599,1552,254,1.0,
600,2185,254,1.0,
601,1552,254,1.0,
602,1552,254,1.0,
603,2185,98,1.0,
604,2279,91,1.0,
605,2279,288,1.0,
606,2134,19,1.0,
607,2557,39,1.0,
608,3416,530,1.0,
609,3416,121,1.0,
610,3416,380,1.0,
611,3416,447,1.0,
612,1303,121,1.0,
613,1948,179,1.0,
614,2557,187,1.0,
615,3169,564,1.0,
616,2158,587,1.0,
617,3169,215,1.0,
618,2182,530,1.0,
619,3416,447,1.0,
620,1414,530,1.0,
621,2176,77,1.0,
622,1808,385,1.0,
623,1579,49,1.0,
624,1808,379,1.0,
625,2508,43,1.0,
626,1808,530,1.0,
627,1555,254,1.0,
628,2508,43,1.0,
629,257,335,1.0,
630,1303,380,1.0,
631,98,494,1.0,
632,1948,179,1.0,
633,3167,334,1.0,
634,727,772,1.0,
635,812,134,1.0,
636,2812,739,1.0,
637,2812,334,1.0,
638,2812,382,1.0,
639,2812,398,1.0,
640,2279,91,0.0,
641,2812,492,1.0,
642,2279,62,0.0,
643,2176,77,1.0,
644,1193,284,0.0,
645,1193,284,1.0,
646,2426,530,1.0,
647,727,772,1.0,
648,2366,775,1.0,
649,1141,773,1.0,
650,3050,405,1.0,
651,1594,576,1.0,
652,3050,124,1.0,
653,2273,405,1.0,
654,812,458,1.0,
655,812,224,1.0,
656,1594,222,1.0,
657,2273,405,0.0,
658,715,124,1.0,
659,812,297,1.0,
660,812,644,1.0,
661,1998,437,1.0,
662,1594,756,1.0,
663,2796,360,1.0,
664,1594,493,1.0,
665,2531,306,1.0,
666,1594,222,1.0,
667,2796,360,1.0,
668,1594,98,1.0,
669,812,134,1.0,
670,2819,66,1.0,
671,2188,73,1.0,
672,2033,32,1.0,
673,1154,187,1.0,
674,2188,752,1.0,
675,1154,40,1.0,
676,812,224,1.0,
677,2176,77,0.0,
678,2176,77,1.0,
679,1943,180,1.0,
680,1943,37,1.0,
681,1635,61,1.0,
682,1154,371,1.0,
683,1668,576,1.0,
684,1567,473,0.0,
685,430,66,1.0,
686,1482,123,1.0,
687,2693,542,1.0,
688,1594,123,1.0,
689,2693,89,1.0,
690,1594,222,1.0,
691,1594,43,1.0,
692,1154,520,1.0,
693,3353,217,1.0,
694,1154,520,1.0,
695,687,303,1.0,
696,2956,185,1.0,
697,1154,520,1.0,
698,687,279,1.0,
699,2494,320,0.0,
700,2421,513,1.0,
701,3353,245,1.0,
702,1567,102,1.0,
703,2494,215,0.0,
704,3416,121,1.0,
705,2560,456,1.0,
706,450,560,1.0,
707,2421,286,1.0,
708,545,245,1.0,
709,1750,524,1.0,
710,661,20,1.0,
711,3016,245,1.0,
712,2494,422,0.0,
713,2426,27,1.0,
714,1154,383,1.0,
715,3016,46,1.0,
716,1482,31,1.0,
717,3130,353,1.0,
718,1154,59,1.0,
719,3316,33,0.0,
720,3316,33,0.0,
721,3353,217,1.0,
722,3316,33,0.0,
723,2007,121,1.0,
724,2631,564,1.0,
725,3273,685,1.0,
726,2602,120,1.0,
727,3273,175,1.0,
728,3273,80,1.0,
729,3273,362,1.0,
730,3273,284,1.0,
731,3273,754,1.0,
732,3273,467,1.0,
733,3273,143,1.0,
734,3273,163,1.0,
735,3273,224,1.0,
736,2380,294,1.0,
737,2494,464,1.0,
738,2176,766,1.0,
739,2628,32,1.0,
740,1154,479,1.0,
741,3273,685,1.0,
742,3273,175,1.0,
743,3273,80,1.0,
744,3273,754,1.0,
745,3273,143,1.0,
746,3273,336,1.0,
747,2511,210,1.0,
748,2511,210,0.0,
749,2511,84,1.0,
750,2511,754,1.0,
751,1849,84,1.0,
752,216,45,1.0,
753,3329,753,1.0,
754,2992,44,1.0,
755,2812,586,1.0,
756,2992,44,1.0,
757,672,254,0.0,
758,2662,184,1.0,
759,1116,143,1.0,
760,216,45,0.0,
761,216,45,0.0,
762,2655,226,1.0,
763,672,91,0.0,
764,1116,128,1.0,
765,216,84,0.0,
766,1990,775,1.0,
767,2992,44,1.0,
768,1116,353,1.0,
769,834,431,1.0,
770,1002,278,1.0,
771,834,431,1.0,
772,216,84,1.0,
773,1007,291,1.0,
774,2438,743,1.0,
775,1002,502,1.0,
776,812,530,1.0,
777,511,510,1.0,
778,511,427,1.0,
779,1002,321,1.0,
780,511,726,1.0,
781,562,516,0.0,
782,562,516,1.0,
783,511,405,1.0,
784,511,728,1.0,
785,2992,44,1.0,
786,213,614,1.0,
787,511,37,1.0,
788,511,714,1.0,
789,511,395,1.0,
790,1002,20,1.0,
791,511,651,1.0,
792,2602,123,0.0,
793,213,597,1.0,
794,1002,431,1.0,
795,562,200,1.0,
796,3189,754,1.0,
797,2602,527,0.0,
798,2602,496,0.0,
799,1002,464,1.0,
800,547,84,1.0,
801,3189,254,1.0,
802,3314,592,1.0,
803,2602,70,1.0,
804,294,55,0.0,
805,294,55,0.0,
806,294,55,0.0,
807,290,497,0.0,
808,290,20,0.0,
809,3189,298,1.0,
810,2602,163,0.0,
811,2602,58,0.0,
812,290,179,0.0,
813,290,179,1.0,
814,812,435,1.0,
815,1777,41,1.0,
816,846,371,1.0,
817,1669,26,1.0,
818,1669,554,1.0,
819,846,120,1.0,
820,1777,59,1.0,
821,1777,85,1.0,
822,256,257,0.0,
823,1777,89,1.0,
824,256,257,1.0,
825,290,121,1.0,
826,2218,313,1.0,
827,256,360,1.0,
828,672,508,0.0,
829,2152,753,1.0,
830,290,123,1.0,
831,256,123,1.0,
832,2511,29,0.0,
833,2511,29,1.0,
834,2158,586,1.0,
835,2511,467,1.0,
836,2158,586,1.0,
837,256,91,1.0,
838,2511,84,1.0,
839,1536,576,1.0,
840,2511,754,1.0,
841,1536,576,1.0,
842,2511,236,1.0,
843,465,17,1.0,
844,3105,27,1.0,
845,3105,27,1.0,
846,1536,254,1.0,
847,1536,254,1.0,
848,511,726,1.0,
849,708,464,1.0,
850,708,438,1.0,
851,708,737,1.0,
852,1536,576,1.0,
853,1536,576,1.0,
854,285,467,1.0,
855,708,20,1.0,
856,708,448,1.0,
857,2655,343,1.0,
858,708,737,1.0,
859,1041,423,0.0,
860,1041,423,1.0,
861,1536,576,1.0,
862,1536,576,1.0,
863,2511,126,1.0,
864,2138,51,1.0,
865,2511,405,1.0,
866,358,447,1.0,
867,1954,126,0.0,
868,1954,43,0.0,
869,1954,46,0.0,
870,3142,33,0.0,
871,3142,33,1.0,
872,1954,43,1.0,
873,358,447,1.0,
874,358,450,1.0,
875,3419,112,1.0,
876,1899,179,1.0,
877,387,525,1.0,
878,1954,576,0.0,
879,260,136,1.0,
880,914,20,1.0,
881,1954,576,1.0,
882,536,297,1.0,
883,536,448,1.0,
884,1538,513,1.0,
885,1264,98,1.0,
886,1954,210,0.0,
887,1527,19,1.0,
888,1954,367,0.0,
889,556,576,1.0,
890,1954,191,0.0,
891,536,89,1.0,
892,672,614,0.0,
893,672,20,0.0,
894,90,57,0.0,
895,3241,128,1.0,
896,672,502,0.0,
897,3241,186,1.0,
898,3241,509,1.0,
899,497,102,1.0,
900,672,303,0.0,
901,497,102,1.0,
902,497,102,1.0,
903,1255,755,1.0,
904,2188,528,0.0,
905,2188,528,0.0,
906,536,565,1.0,
907,2188,714,0.0,
908,2958,31,1.0,
909,672,614,0.0,
910,1209,257,0.0,
911,1209,257,1.0,
912,3230,84,1.0,
913,672,405,0.0,
914,2188,427,0.0,
915,672,405,0.0,
916,3419,405,1.0,
917,2188,56,0.0,
918,1739,64,1.0,
919,2188,56,0.0,
920,101,633,1.0,
921,992,179,0.0,
922,2465,456,1.0,
923,1339,87,1.0,
924,426,91,1.0,
925,404,301,1.0,
926,404,301,0.0,
927,242,763,1.0,
928,2138,60,1.0,
929,242,217,1.0,
930,672,20,0.0,
931,1739,64,1.0,
932,497,294,1.0,
933,672,560,0.0,
934,2896,743,1.0,
935,2896,651,1.0,
936,2896,200,1.0,
937,659,168,1.0,
938,672,510,0.0,
939,3132,549,1.0,
940,3132,593,1.0,
941,2486,495,1.0,
942,3132,593,1.0,
943,3132,549,1.0,
944,2217,576,0.0,
945,2217,576,1.0,
946,3132,700,1.0,
947,497,102,1.0,
948,2486,353,1.0,
949,2465,456,0.0,
950,3257,245,0.0,
951,180,775,1.0,
952,2486,353,1.0,
953,855,35,1.0,
954,2190,135,1.0,
955,3257,245,1.0,
956,180,98,1.0,
957,1082,754,1.0,
958,2217,576,0.0,
959,2164,43,1.0,
960,812,508,1.0,
961,1167,102,1.0,
962,180,17,1.0,
963,3132,597,1.0,
964,3132,246,1.0,
965,3132,242,1.0,
966,2164,427,0.0,
967,2943,43,1.0,
968,3236,389,1.0,
969,1141,77,1.0,
970,2164,729,1.0,
971,1167,479,1.0,
972,2465,456,1.0,
973,2164,614,0.0,
974,3279,424,1.0,
975,2164,560,0.0,
976,2206,576,1.0,
977,626,121,1.0,
978,2164,587,0.0,
979,2206,128,1.0,
980,2164,137,0.0,
981,2164,434,0.0,
982,2164,726,0.0,
983,2024,527,1.0,
984,2164,97,0.0,
985,2164,222,0.0,
986,1141,16,1.0,
987,2164,756,0.0,
988,2697,288,1.0,
989,2164,756,1.0,
990,1976,119,1.0,
991,2024,527,1.0,
992,2164,41,0.0,
993,2164,245,0.0,
994,2260,530,1.0,
995,3184,212,1.0,
996,2164,245,1.0,
997,1158,137,1.0,
998,3184,467,1.0,
999,271,119,1.0,
1000,3184,555,1.0,
1001,2164,754,0.0,
1002,2164,754,1.0,
1003,2164,405,0.0,
1004,2164,661,1.0,
1005,2164,754,1.0,
1006,3184,511,1.0,
1007,271,379,1.0,
1008,2164,306,0.0,
1009,2612,33,1.0,
1010,166,753,1.0,
1011,2164,424,0.0,
1012,2655,154,1.0,
1013,2164,475,0.0,
1014,2612,508,1.0,
1015,2164,475,1.0,
1016,2164,724,0.0,
1017,2602,43,1.0,
1018,2024,527,1.0,
1019,2824,405,1.0,
1020,3184,193,1.0,
1021,1352,286,1.0,
1022,2024,527,1.0,
1023,2824,405,1.0,
1024,3132,595,1.0,
1025,3184,539,1.0,
1026,3132,767,1.0,
1027,3361,289,1.0,
1028,3132,452,1.0,
1029,3016,360,1.0,
1030,814,91,1.0,
1031,1352,286,1.0,
1032,2411,175,1.0,
1033,915,445,1.0,
1034,2164,509,0.0,
1035,1188,56,1.0,
1036,271,43,1.0,
1037,2164,525,0.0,
1038,2164,70,0.0,
1039,2411,510,1.0,
1040,2164,229,0.0,
1041,2791,58,1.0,
1042,139,189,1.0,
1043,2164,464,0.0,
1044,2164,277,1.0,
1045,2164,58,0.0,
1046,98,576,1.0,
1047,1352,304,1.0,
1048,2164,303,0.0,
1049,2164,138,0.0,
1050,1352,448,1.0,
1051,2164,37,0.0,
1052,2164,37,1.0,
1053,2164,395,0.0,
1054,2164,81,0.0,
1055,166,66,1.0,
1056,2164,375,0.0,
1057,1409,564,1.0,
1058,2164,728,0.0,
1059,826,743,1.0,
1060,3372,753,1.0,
1061,2164,124,0.0,
1062,814,91,1.0,
1063,3101,425,1.0,
1064,2164,87,0.0,
1065,2164,84,0.0,
1066,2164,290,0.0,
1067,2164,84,1.0,
1068,41,14,1.0,
1069,2575,284,1.0,
1070,2164,519,0.0,
1071,2164,398,0.0,
1072,2164,398,1.0,
1073,2164,52,0.0,
1074,1739,64,1.0,
1075,2164,714,0.0,
1076,620,371,1.0,
1077,2164,573,0.0,
1078,2164,164,0.0,
1079,2558,614,1.0,
1080,294,448,0.0,
1081,294,89,0.0,
1082,294,450,0.0,
1083,294,380,0.0,
1084,294,41,0.0,
1085,294,179,0.0,
1086,416,379,1.0,
1087,2048,110,1.0,
1088,114,217,0.0,
1089,2524,266,1.0,
1090,114,236,1.0,
1091,2575,286,0.0,
1092,294,179,0.0,
1093,1647,772,0.0,
1094,2048,289,1.0,
1095,3158,735,1.0,
1096,2164,80,0.0,
1097,2164,61,0.0,
1098,2164,83,0.0,
1099,2164,116,0.0,
1100,2164,130,0.0,
1101,579,109,1.0,
1102,2164,168,0.0,
1103,2440,405,1.0,
1104,2164,633,0.0,
1105,2164,391,0.0,
1106,2164,217,0.0,
1107,2164,158,0.0,
1108,3228,108,1.0,
1109,2164,463,0.0,
1110,2164,489,0.0,
1111,2208,55,0.0,
1112,2208,7,1.0,
1113,2208,7,0.0,
1114,1659,379,1.0,
1115,512,64,1.0,
1116,1659,379,1.0,
1117,2208,7,1.0,
1118,648,543,1.0,
1119,2188,253,0.0,
1120,2188,253,0.0,
1121,3373,123,1.0,
1122,1996,41,1.0,
1123,3184,467,1.0,
1124,3132,52,1.0,
1125,1698,530,1.0,
1126,2967,530,1.0,
1127,3230,85,1.0,
1128,200,20,1.0,
1129,2188,587,0.0,
1130,200,20,1.0,
1131,247,304,1.0,
1132,247,614,1.0,
1133,294,542,0.0,
1134,294,497,0.0,
1135,2188,726,0.0,
1136,294,447,0.0,
1137,294,564,0.0,
1138,812,389,1.0,
1139,2188,37,0.0,
1140,2515,126,1.0,
1141,2188,758,0.0,
1142,1036,424,1.0,
1143,294,564,0.0,
1144,908,543,1.0,
1145,2515,431,1.0,
1146,768,385,1.0,
1147,2188,521,0.0,
1148,2188,56,0.0,
1149,247,303,1.0,
1150,2188,427,0.0,
1151,908,56,1.0,
1152,768,64,1.0,
1153,1667,303,1.0,
1154,3279,277,1.0,
1155,1667,284,1.0,
1156,197,576,0.0,
1157,2883,25,1.0,
1158,412,753,1.0,
1159,1810,91,0.0,
1160,1177,318,1.0,
1161,1810,91,0.0,
1162,2544,371,1.0,
1163,2655,168,0.0,
1164,2655,168,1.0,
1165,1698,530,1.0,
1166,373,91,1.0,
1167,3241,112,1.0,
1168,3402,753,1.0,
1169,3241,186,1.0,
1170,1471,726,1.0,
1171,1471,726,0.0,
1172,699,121,1.0,
1173,1471,395,1.0,
1174,3241,128,1.0,
