,session_id,user_id,timestamp,action_type,item_id,impressions,list_reference_item,pos_item_id,clicked
19,68f9272c60f5c,U177SSUG5FU7,1541530523,clickout item,3381040,"['3210656', '2734599', '919457', '4763998', '6288362', '3849714', '4016216', '4022846', '3535668', '7219480', '8254020', '4087560', '3212882', '10753282', '5844514', '3381040', '8344978', '9308820', '1994909', '2588782', '9026310', '3978484', '6122596', '1367822', '8925254']","['104680', '477986', '', '', '']",15,1.0
20,68f9272c60f5c,U177SSUG5FU7,1541530689,clickout item,6288362,"['3210656', '2734599', '919457', '4763998', '6288362', '3849714', '4016216', '4022846', '3535668', '7219480', '8254020', '4087560', '3212882', '10753282', '5844514', '3381040', '8344978', '9308820', '1994909', '2588782', '9026310', '3978484', '6122596', '1367822', '8925254']","['104680', '477986', '3381040', '', '']",4,1.0
21,68f9272c60f5c,U177SSUG5FU7,1541530713,clickout item,3535668,"['3210656', '2734599', '919457', '4763998', '6288362', '3849714', '4016216', '4022846', '3535668', '7219480', '8254020', '4087560', '3212882', '10753282', '5844514', '3381040', '8344978', '9308820', '1994909', '2588782', '9026310', '3978484', '6122596', '1367822', '8925254']","['104680', '477986', '3381040', '6288362', '']",8,1.0
22,68f9272c60f5c,U177SSUG5FU7,1541530740,clickout item,3535668,"['3210656', '2734599', '919457', '4763998', '6288362', '3849714', '4016216', '4022846', '3535668', '7219480', '8254020', '4087560', '3212882', '10753282', '5844514', '3381040', '8344978', '9308820', '1994909', '2588782', '9026310', '3978484', '6122596', '1367822', '8925254']","['104680', '477986', '3381040', '6288362', '3535668']",8,1.0
23,68f9272c60f5c,U177SSUG5FU7,1541530773,clickout item,4087560,"['3210656', '2734599', '919457', '4763998', '6288362', '3849714', '4016216', '4022846', '3535668', '7219480', '8254020', '4087560', '3212882', '10753282', '5844514', '3381040', '8344978', '9308820', '1994909', '2588782', '9026310', '3978484', '6122596', '1367822', '8925254']","['104680', '477986', '3381040', '6288362', '3535668']",11,1.0
24,68f9272c60f5c,U177SSUG5FU7,1541530858,clickout item,3849714,"['3210656', '2734599', '919457', '4763998', '6288362', '3849714', '4016216', '4022846', '3535668', '7219480', '8254020', '4087560', '3212882', '10753282', '5844514', '3381040', '8344978', '9308820', '1994909', '2588782', '9026310', '3978484', '6122596', '1367822', '8925254']","['104680', '477986', '3381040', '6288362', '3535668']",5,1.0
25,6d0e09a83a2bf,IAOROLSH1SOJ,1541540592,clickout item,3249257,"['3249257', '6861472', '104639', '104650', '104677', '477996', '478121', '1890829', '3761170', '3904512', '478691', '5708658', '5737270', '1475717', '4342016', '5028116', '3477940', '5150678', '3497814', '4800516', '5594652', '4345728', '5874900', '5433480', '3133151']","['', '', '', '', '']",0,1.0
26,6d0e09a83a2bf,IAOROLSH1SOJ,1541541209,clickout item,478691,"['478691', '104639', '6861472', '104650', '104677', '104990', '477996', '478121', '1890829', '2289804', '5497220', '5659850', '5066908', '5433480', '5594652', '5708658', '3904512', '1475717', '4342016', '3477940', '3497814', '104558', '477986', '5507706', '4800516']","['3249257', '', '', '', '']",0,1.0
27,6dc3e6f6ebf93,4KNLVCLHZ936,1541487129,clickout item,104698,"['9282934', '104706', '104788', '5497220', '95685', '5507706', '104698', '109339', '478096', '104653', '478871', '4800024', '104650', '477986', '4389950', '104776', '111534', '109338', '8256462', '104913', '132255', '105002', '104838', '104857', '919457']","['', '', '', '', '']",6,1.0
28,6dc3e6f6ebf93,4KNLVCLHZ936,1541487701,clickout item,109342,"['104866', '104793', '2289804', '109342', '926343', '478206', '5790750', '5450846', '97505', '5659850', '1166998', '326716', '1942907', '5822734', '104790', '5048198', '2815888', '97584', '97504', '118472', '5066908', '3931844', '6245540', '106405', '5822266']","['104698', '', '', '', '']",3,1.0
29,6dc3e6f6ebf93,4KNLVCLHZ936,1541487753,clickout item,97505,"['104866', '104793', '2289804', '109342', '926343', '478206', '5790750', '5450846', '97505', '5659850', '1166998', '326716', '1942907', '5822734', '104790', '5048198', '2815888', '97584', '97504', '118472', '5066908', '3931844', '6245540', '106405', '5822266']","['104698', '109342', '', '', '']",8,1.0
30,6ffbb34d138ea,16F9J9OF22G7,1541361203,clickout item,105014,"['5874900', '104650', '105014', '150138', '4342016', '478691', '1668389', '5433480', '1502147', '1772337', '5594652', '104677', '130771', '5015898', '104639', '3089034', '104880', '5150678', '1223390', '1890829', '1319947', '5196406', '3817356', '1475717']","['', '', '', '', '']",2,1.0
31,78f48a1ae6344,DWQ65JQERFPA,1541512051,clickout item,104788,"['95685', '104706', '477986', '104811', '8256462', '3148916', '104788', '109339', '104793', '104653', '104848', '109338', '2924213', '478096', '104698', '1947355', '4389950', '1367822', '109337', '106942', '5822734', '1671353', '1253373', '104680', '478206']","['', '', '', '', '']",6,1.0
32,78f48a1ae6344,DWQ65JQERFPA,1541512139,clickout item,106942,"['95685', '104706', '477986', '104811', '8256462', '3148916', '104788', '109339', '104793', '104653', '104848', '109338', '2924213', '478096', '104698', '1947355', '4389950', '1367822', '109337', '106942', '5822734', '1671353', '1253373', '104680', '478206']","['104788', '', '', '', '']",19,1.0
33,7fb7a6e158935,2Z4V3OOK2P43,1541460698,clickout item,111534,"['104565', '3148916', '95685', '104558', '2924213', '109339', '95794', '111534', '97505', '5497220', '104800', '104811', '104793', '104880', '104990', '109351', '150138', '477996', '478121', '4415314', '5659850', '4345728', '5066908', '105014', '104790']","['', '', '', '', '']",7,1.0
34,8c3d9a54e72ba,I8BNWCBVDBLR,1541361627,interaction item info,104838,,"['', '', '', '', '']",-1,0.0
35,8c3d9a54e72ba,I8BNWCBVDBLR,1541361664,clickout item,104838,"['3244642', '104838', '1771981', '1668389', '104900', '5822734', '1670475', '4626720', '990413', '1770181', '104913', '5723646', '1502147', '1223382', '1179630', '7132556', '9501188', '4556616', '6110926', '655691', '1329092', '1770143', '2784864', '104524', '2733700']","['104838', '', '', '', '']",1,1.0
36,8c3d9a54e72ba,I8BNWCBVDBLR,1541361765,interaction item info,5822734,,"['104838', '104838', '', '', '']",-1,0.0
37,8c3d9a54e72ba,I8BNWCBVDBLR,1541361786,clickout item,5822734,"['3244642', '104838', '1771981', '1668389', '104900', '5822734', '1670475', '4626720', '990413', '1770181', '104913', '5723646', '1502147', '1223382', '1179630', '7132556', '9501188', '4556616', '6110926', '655691', '1329092', '1770143', '2784864', '104524', '2733700']","['104838', '104838', '5822734', '', '']",5,1.0
38,8c9fd0f0953ee,PHKDYB51XMQP,1541327597,interaction item info,104639,,"['', '', '', '', '']",-1,0.0
39,8c9fd0f0953ee,PHKDYB51XMQP,1541327645,interaction item info,1475717,,"['104639', '', '', '', '']",-1,0.0
40,8c9fd0f0953ee,PHKDYB51XMQP,1541327696,interaction item info,5016850,,"['104639', '1475717', '', '', '']",-1,0.0
41,8c9fd0f0953ee,PHKDYB51XMQP,1541327766,interaction item info,478691,,"['104639', '1475717', '5016850', '', '']",-1,0.0
42,8c9fd0f0953ee,PHKDYB51XMQP,1541327818,interaction item info,1223390,,"['104639', '1475717', '5016850', '478691', '']",-1,0.0
43,8c9fd0f0953ee,PHKDYB51XMQP,1541328040,interaction item info,5128876,,"['104639', '1475717', '5016850', '478691', '1223390']",-1,0.0
44,8c9fd0f0953ee,PHKDYB51XMQP,1541328094,interaction item info,1502147,,"['104639', '1475717', '5016850', '478691', '1223390']",-1,0.0
45,8c9fd0f0953ee,PHKDYB51XMQP,1541328134,interaction item info,6272506,,"['104639', '1475717', '5016850', '478691', '1223390']",-1,0.0
46,8c9fd0f0953ee,PHKDYB51XMQP,1541328270,clickout item,8312856,"['5028116', '3904512', '1223390', '2891690', '5128876', '3249804', '8352284', '5155978', '1502147', '6272506', '4800516', '8428074', '6462874', '9085478', '4625112', '3224362', '623276', '2355144', '8721954', '1668389', '8100956', '8312856', '3133151', '9728880', '8302704']","['104639', '1475717', '5016850', '478691', '1223390']",21,1.0
47,8c9fd0f0953ee,PHKDYB51XMQP,1541328318,interaction item info,3133151,,"['104639', '1475717', '5016850', '478691', '1223390']",-1,0.0
48,8c9fd0f0953ee,PHKDYB51XMQP,1541328340,interaction item info,9728880,,"['104639', '1475717', '5016850', '478691', '1223390']",-1,0.0
49,8c9fd0f0953ee,PHKDYB51XMQP,1541328398,interaction item info,4689548,,"['104639', '1475717', '5016850', '478691', '1223390']",-1,0.0
50,8c9fd0f0953ee,PHKDYB51XMQP,1541328407,clickout item,4689548,"['2578660', '6254408', '4689548', '8153438', '8767420', '9330976', '9593098', '5752004', '6467160', '6683242', '5833410', '6732342', '8301552', '9435460', '2566708', '8755156', '5432160', '5676596', '8764422', '2632030', '478121', '3204492', '5660226', '3974784', '3904508']","['104639', '1475717', '5016850', '478691', '1223390']",2,1.0
51,8f4c28f70e58b,SMQX32F7FKXI,1541440659,clickout item,95685,"['95685', '97505', '3148916', '4415314', '104706', '104788', '104793', '104880', '105014', '109351', '150138', '326731', '478121', '477996', '5659850', '5066908', '104698', '5497220', '5435302', '4345728', '2924213', '104765', '1319947', '104565', '104558']","['', '', '', '', '']",0,1.0
52,8f4c28f70e58b,SMQX32F7FKXI,1541440778,clickout item,95685,"['95685', '97505', '3148916', '4415314', '104706', '104788', '104793', '104880', '105014', '109351', '150138', '326731', '478121', '477996', '5659850', '5066908', '104698', '5497220', '5435302', '4345728', '2924213', '104765', '1319947', '104565', '104558']","['95685', '', '', '', '']",0,1.0
53,8f4c28f70e58b,SMQX32F7FKXI,1541440987,clickout item,95685,"['95685', '97505', '3148916', '4415314', '104706', '104788', '104793', '104880', '105014', '109351', '150138', '326731', '478121', '477996', '5659850', '5066908', '104698', '5497220', '5435302', '4345728', '2924213', '104765', '1319947', '104565', '104558']","['95685', '95685', '', '', '']",0,1.0
54,8fadcfc8aa546,Z8DW2NM43JJE,1541451841,clickout item,623276,"['4342016', '4454760', '5874900', '1475717', '4345728', '150138', '3497814', '3231835', '104639', '3477940', '1743531', '5594652', '7118054', '5016850', '5708658', '3249257', '6038200', '5433480', '3904512', '8352284', '8428074', '6462874', '3133151', '9331454', '623276']","['', '', '', '', '']",24,1.0
55,95c067c66df3a,LN1JOW6BPXP6,1541084556,clickout item,104857,"['104877', '104917', '3237324', '6091946', '1816947', '5771202', '104866', '4286736', '10201508', '9222784', '11155310', '104650', '104857', '7132556', '478871', '105014', '2899490', '3189400', '104880', '3533498', '2703174', '1056466', '1142243', '7883176', '5123142']","['', '', '', '', '']",12,1.0
56,95c067c66df3a,LN1JOW6BPXP6,1541087463,clickout item,104917,"['104877', '104917', '3237324', '6091946', '1816947', '5771202', '104866', '4286736', '10201508', '9222784', '104650', '11155310', '104857', '105014', '7132556', '478871', '2899490', '104880', '3189400', '3533498', '2703174', '1142243', '1056466', '7883176', '130771']","['104857', '', '', '', '']",1,1.0
57,a4a6554516764,VEID0U1MLZFO,1541345634,clickout item,3148916,"['3148916', '5433480', '3133151', '5066908', '477986', '4304686', '150138', '109351', '5659850', '5660226', '4345728', '6452448', '478096', '4342016', '1329092', '1319947', '5493194', '111534', '104790', '3249804', '104558', '104809', '5822734', '104900', '960255']","['', '', '', '', '']",0,1.0
58,a906af14cc0b7,936F610T3AGR,1541189658,clickout item,109350,"['109350', '97505', '4327354', '104645', '104648', '104554', '104793', '1768863', '104776', '104790', '109353', '843141', '104558', '130772', '104681', '104949', '1255025', '104990', '111534', '1717829', '104800', '104838', '109343', '118472', '5822734']","['', '', '', '', '']",0,1.0
59,a906af14cc0b7,936F610T3AGR,1541189714,clickout item,109350,"['109350', '97505', '4327354', '104645', '104648', '104558', '104793', '1768863', '104554', '104809', '104776', '111534', '109353', '104790', '843141', '104949', '104838', '104680', '130772', '104681', '4389950', '1255025', '104990', '477971', '9317042']","['109350', '', '', '', '']",0,1.0
60,ccb6d0835e6fc,KZFYIWGQ76UY,1541155931,clickout item,2924213,"['2924213', '3148916', '97505', '104706', '2439640', '5659850', '104838', '4389950', '104793', '5790750', '109339', '105002', '5497220', '9282934', '477971', '95794', '111534', '104848', '97584', '106406', '4849690', '104653', '5822734', '104698', '1671353']","['', '', '', '', '']",0,1.0
61,cf1af9a19cc53,BNJUIKDWZ9P4,1541258875,clickout item,7883176,"['104877', '5771202', '104917', '3533498', '104880', '104650', '9222784', '3189400', '104866', '3237324', '10201508', '4286736', '104857', '105014', '1890829', '104856', '2703174', '3089034', '7883176', '10184496', '130771', '2899490', '4045082', '8360570', '3550386']","['', '', '', '', '']",18,1.0
62,cf1af9a19cc53,BNJUIKDWZ9P4,1541258950,clickout item,10365280,"['11044982', '11095858', '10365280', '5123142', '8968660', '5000754', '7100558', '1038134', '477996', '1890529', '10932772', '10200046', '5447014', '1040514', '477926', '4556616', '9059586', '9302698', '8449918', '3194658', '8195152', '11121756', '5174602', '3065803', '4104752']","['7883176', '', '', '', '']",2,1.0
63,cf1af9a19cc53,BNJUIKDWZ9P4,1541259184,clickout item,8968660,"['11044982', '11095858', '10365280', '5123142', '8968660', '5000754', '7100558', '1038134', '477996', '1890529', '10932772', '10200046', '5447014', '1040514', '477926', '4556616', '9059586', '9302698', '8449918', '3194658', '8195152', '11121756', '5174602', '3065803', '4104752']","['7883176', '10365280', '', '', '']",4,1.0
64,cf1af9a19cc53,BNJUIKDWZ9P4,1541259270,clickout item,10932772,"['11044982', '11095858', '10365280', '5123142', '8968660', '5000754', '7100558', '1038134', '477996', '1890529', '10932772', '10200046', '5447014', '1040514', '477926', '4556616', '9059586', '9302698', '8449918', '3194658', '8195152', '11121756', '5174602', '3065803', '4104752']","['7883176', '10365280', '8968660', '', '']",10,1.0
65,cf1af9a19cc53,BNJUIKDWZ9P4,1541259387,clickout item,1942907,"['11155310', '5419838', '4787428', '9512518', '6119510', '11071916', '8332420', '1942907', '918989', '6425824', '7766334', '10367898', '3997268', '8925198', '8376788', '8434318', '7363732', '9139954', '4603674', '478121', '4032074', '6717398', '4077742', '10494444', '8116334']","['7883176', '10365280', '8968660', '10932772', '']",7,1.0
66,cf1af9a19cc53,BNJUIKDWZ9P4,1541259881,clickout item,8105722,"['9576270', '3496014', '9548808', '4065920', '7811548', '9616450', '5817834', '8991738', '6273752', '5665842', '4791554', '5659850', '7920632', '3203716', '7746730', '8105722', '10008038', '1890351', '4800024', '3799322', '4011934', '8924530', '109339', '3148916', '6624270']","['7883176', '10365280', '8968660', '10932772', '1942907']",15,1.0
67,cf1af9a19cc53,BNJUIKDWZ9P4,1541259935,clickout item,10008038,"['9576270', '3496014', '9548808', '4065920', '7811548', '9616450', '5817834', '8991738', '6273752', '5665842', '4791554', '5659850', '7920632', '3203716', '7746730', '8105722', '10008038', '1890351', '4800024', '3799322', '4011934', '8924530', '109339', '3148916', '6624270']","['7883176', '10365280', '8968660', '10932772', '1942907']",16,1.0
68,e928cb838db97,I99K8MW8JL9N,1541341591,clickout item,2289804,"['104811', '5708658', '95685', '478011', '118472', '109337', '104882', '5722428', '109343', '3497814', '5015898', '104941', '97504', '1352526', '3224362', '2851664', '5028116', '109331', '104900', '104706', '3249257', '1770181', '3477940', '1668389', '2289804']","['', '', '', '', '']",24,1.0
69,e928cb838db97,I99K8MW8JL9N,1541341699,clickout item,1383714,"['95794', '326716', '4632600', '1383714', '477971', '1758681', '5830856', '107293', '5822734', '4286736', '4389950', '104809', '326781', '2068758', '2728920', '990413', '109339', '104528', '104786', '106942', '655691', '3761170', '2284048', '1208722', '929539']","['2289804', '', '', '', '']",3,1.0
70,f0b459cacc965,11AFOHKL92U0,1541179783,interaction item info,655691,,"['', '', '', '', '']",-1,0.0
71,f96879cfe5fff,1QHN02GAKXA0,1541546184,clickout item,4415314,"['4415314', '4342016', '3497814', '150138', '104880', '477996', '478121', '3160354', '8459162', '104735', '104677', '5708658', '95685', '104866', '104809', '4800516', '5594652', '4454760', '105014', '104917', '478871', '130771', '5028116', '5790750', '104788']","['', '', '', '', '']",0,1.0
72,07f5892b8d2d1,9XMXV5MLKDND,1541460625,clickout item,1717829,"['1130489', '2588782', '1717829', '6917544', '478011', '2614612', '2575784', '4765510', '1942185', '918935', '1208722', '6538444', '10532416', '929539', '3882130', '2047519', '5612142', '9668874', '3131678', '2244172', '4626720', '4528384', '1253363', '925259', '132850']","['', '', '', '', '']",2,1.0
73,07f5892b8d2d1,9XMXV5MLKDND,1541460742,clickout item,1713735,"['2878872', '924697', '9498226', '5414166', '3943824', '1713735', '1471997', '3849028', '9536020', '5849680', '7168264', '1670475', '104780', '7211474', '4825248', '1708335', '4437930', '2568076', '6771052', '9365196', '1888825', '1993963', '3148430', '10597034', '3375324']","['1717829', '', '', '', '']",5,1.0
74,07f5892b8d2d1,9XMXV5MLKDND,1541460871,clickout item,1717829,"['2588782', '1717829', '2575784', '10532416', '6538444', '104793', '5790750', '104809', '326731', '104880', '105014', '5066908', '478121', '104866', '104650', '5507706', '2788294', '5822266', '104788', '104949', '104648', '5493194', '104706', '4327354', '104917']","['1717829', '1713735', '', '', '']",1,1.0
75,1e84087ff55d0,1W6KKUBZ18W7,1541412499,clickout item,3202347,"['3202347', '4031546', '105014', '109350', '109351', '111534', '326731', '477996', '3148916', '153550', '104735', '104558', '104565', '104776', '1654779', '104809', '104788', '8227660', '5493194', '6452448', '5066908', '4342016', '104706', '104913', '1319947']","['', '', '', '', '']",0,1.0
76,21281cce0832a,1EMMJREIXNBE,1541371971,clickout item,3249804,"['3249804', '3817356', '3152234', '5150678', '3904512', '5594652', '5433480', '5028116', '3378261', '4415314', '104639', '1475717', '5016850', '3874892', '3497814', '4800516', '3231835', '8428074', '3761170', '5196406', '2242038', '4342016', '5874900', '3249251', '6107988']","['', '', '', '', '']",0,1.0
77,521e227d2973a,JY9H1S83C1C7,1541268468,clickout item,5016850,"['4415314', '4342016', '5874900', '2242038', '4454760', '3477940', '150138', '5594652', '104639', '1475717', '478691', '3231835', '5708658', '5028116', '104677', '3497814', '4345728', '5015898', '3761170', '5196406', '1319947', '5433480', '3817356', '478876', '5016850']","['', '', '', '', '']",24,1.0
78,521e227d2973a,JY9H1S83C1C7,1541268516,interaction item info,5015898,,"['5016850', '', '', '', '']",-1,0.0
79,593ba9c26aa4c,YWX2TORSGR23,1541097438,clickout item,132255,"['132255', '104811', '97584', '109339', '104706', '104776', '105014', '1670475', '4274266', '4342016', '104800', '95685', '104565', '104882', '109331', '150138', '2342182', '104648', '104949', '1890829', '104838', '97505', '4849690', '104681', '1668389']","['', '', '', '', '']",0,1.0
80,593ba9c26aa4c,YWX2TORSGR23,1541097473,clickout item,132255,"['132255', '104811', '97584', '109339', '104706', '104776', '105014', '1670475', '4274266', '4342016', '104800', '95685', '104565', '104882', '109331', '150138', '2342182', '104648', '104949', '1890829', '104838', '97505', '4849690', '104681', '1668389']","['132255', '', '', '', '']",0,1.0
81,74a9fbe0fdd95,BKUG4YEEWYXU,1541207191,clickout item,5708658,"['5708658', '4345728', '4415314', '150138', '104677', '4342016', '3497814', '104735', '5874900', '1223390', '104650', '104880', '105014', '478121', '1319947', '5188226', '104866', '130771', '2242038', '5737270', '5196406', '3904512', '1668389', '104917', '3249804']","['', '', '', '', '']",0,1.0
82,74a9fbe0fdd95,BKUG4YEEWYXU,1541207271,clickout item,5708658,"['5708658', '3497814', '4342016', '104677', '104880', '2242038', '5196406', '5155978', '3533498', '1890829', '104639', '2891690', '1319947', '1040514', '1743531', '1056466', '6462874', '8458904', '1502147', '477926', '7741706', '3249257', '3237324', '477996', '2342182']","['5708658', '', '', '', '']",0,1.0
83,7a7dfce5744cb,4M4ZYODOI0UT,1541280948,clickout item,4345728,"['4345728', '150138', '4342016', '1223390', '4415314', '4454760', '1319947', '3133151', '5433480', '3904512', '5028116', '3224362', '5594652', '105014', '5016850', '104639', '3249804', '5196406', '104877', '3231835', '5708658', '5150678', '5015898', '6861472', '1352526']","['', '', '', '', '']",0,1.0
84,855072b468594,NQ7POJAYMC2S,1541528724,interaction item info,3842192,,"['', '', '', '', '']",-1,0.0
85,855072b468594,NQ7POJAYMC2S,1541528728,clickout item,3842192,"['3133151', '8100956', '8312856', '8302704', '8153438', '8767420', '9330976', '2632030', '6683242', '478121', '5107768', '6732342', '5660226', '9435460', '8755156', '5432160', '2566708', '5169408', '3204492', '5832468', '4111228', '3907862', '3251448', '7759208', '3842192']","['3842192', '', '', '', '']",24,1.0
86,855072b468594,NQ7POJAYMC2S,1541528939,clickout item,5016850,"['4342016', '4345728', '4454760', '5028116', '5015898', '478691', '1319947', '3497814', '3231835', '5196406', '5016850', '5433480', '104639', '3249257', '5150678', '6861472', '1223390', '3477940', '2891690', '5874900', '478121', '3904512', '3249804', '5660226', '3133151']","['3842192', '3842192', '', '', '']",10,1.0
87,9b5d8f16da3e9,GR5MUFP3BA7C,1541431237,clickout item,104793,"['104880', '104793', '109351', '3148916', '150138', '478121', '5659850', '4345728', '4415314', '477996', '105014', '5066908', '95685', '104565', '5493194', '109350', '104558', '5435302', '104790', '104776', '104735', '104765', '5507706', '106405', '1477057']","['', '', '', '', '']",1,1.0
88,9b5d8f16da3e9,GR5MUFP3BA7C,1541431268,interaction item info,3148916,,"['104793', '', '', '', '']",-1,0.0
89,9b5d8f16da3e9,GR5MUFP3BA7C,1541431271,clickout item,3148916,"['104880', '478121', '477996', '5659850', '105014', '3148916', '104650', '104793', '104565', '104735', '95685', '104917', '104866', '104788', '104706', '130771', '478096', '4389950', '326731', '109350', '104558', '2924213', '104776', '5507706', '109353']","['104793', '3148916', '', '', '']",5,1.0
